Id,TaskNo,ResponseId,Difficulty,Optimized query,avg_rows_optimized,Initial Query,avg_rows_initial,avg_rows_diff_optimazed_initial,Queries equal with order on test dataset,Queries equil without order on test dataset,ORDER BY clause in initial query,ORDER BY clause in optimazed query,Leetcode equivalence status,Final equivalence status,Status,Comment
133,182,37,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as new where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
134,182,48,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.id),29537,select email from schema_182.person group by email having count(distinct id) > 1,29537,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
136,182,65,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,select email from schema_182.person group by email having count(email) > 1 order by email,29537,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Equivalent query,
139,182,76,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as statictic where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
140,182,77,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as cnt from schema_182.person group by email) as data where cnt > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
143,182,87,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.id),29537,"select a.email as email from (select email, count(id) as countt from schema_182.person group by email) as a where a.countt > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
144,182,89,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as c from schema_182.person group by email) as temp where c > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
146,182,113,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as statistics where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
147,182,131,Easy,select a.c_email0 as email from (select t_person_0.email as c_email0 from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email)) as a,29537,"select email from (select email, count(email) as number from schema_182.person group by 1 having count(email) > 1) as a",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
148,182,134,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as statistic where statistic.num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
149,182,136,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as c from schema_182.person group by email) as email where c > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
150,182,137,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.id),29537,"select email from (select email, count(id) as countofemail from schema_182.person group by email) as t where t.countofemail > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
151,182,140,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as cnt from schema_182.person group by 1) as x where cnt > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
152,182,141,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as count_ from schema_182.person group by person.email) as foo where count_ > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
153,182,142,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as t where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
154,182,146,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as email_quantity from schema_182.person group by email) as table_info where email_quantity > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
156,182,183,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,select distinct email from (select email from schema_182.person group by email having count(email) > 1) as p,29537,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
157,182,196,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.id),29537,"select distinct email from (select email, count(id) as cnt from schema_182.person group by email) as tb1 where cnt > 1",29537,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
158,182,198,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as a from schema_182.person group by email) as t where a > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
159,182,200,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as cnt from schema_182.person group by email) as temp where cnt > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
160,182,206,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as countemail from schema_182.person group by email) as c where countemail > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
161,182,207,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as segregation where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
162,182,209,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select email from (select email, count(email) as num from schema_182.person group by email) as derived where num > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
164,182,231,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.id),29537,"select tab.email from (select email, count(id) as num from schema_182.person group by email having count(id) > 1) as tab",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
165,182,232,Easy,select t_person_0.email as email from schema_182.person as t_person_0 group by t_person_0.email having 1 < count(t_person_0.email),29537,"select tmp.email from (select email, count(email) as cnt from schema_182.person group by email) as tmp where tmp.cnt > 1",29537,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
172,184,77,Medium,"select d.name as employee, t_cte_7.c_name0 as department, t_cte_7.c_salary1 as salary from schema_184.department as d inner join (select e.name as c_name0, e.departmentid as c_departmentid1, e.salary as c_salary1, max(e.salary) over ( partition by e.departmentid ) as c_1 from schema_184.employee as e) as t_cte_7 on t_cte_7.c_departmentid1 = d.id where t_cte_7.c_salary1 = t_cte_7.c_1",100000,"select employee, department, salary from (select e.name as employee, d.name as department, salary, max(salary) over (partition by e.departmentid) as m from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id) as r where salary = m",100000,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Equivalent query (Alias mismatch),mismatched column aliases
173,184,78,Medium,"select t_cte_6.c_name1 as department, d.name as employee, t_cte_6.c_salary1 as salary from (select e.salary as c_salary1, max(e.salary) over ( partition by e.departmentid ) as c_1, e.name as c_name1, e.departmentid as c_departmentid1 from schema_184.employee as e) as t_cte_6 inner join schema_184.department as d on d.id = t_cte_6.c_departmentid1 where t_cte_6.c_salary1 = t_cte_6.c_1",100000,"select r.d_name as department, r.name as employee, r.salary from (select e.id, e.salary, e.name, d.name as d_name, max(e.salary) over (partition by e.departmentid) as max_sal from schema_184.employee as e join schema_184.department as d on d.id = e.departmentid) as r where r.salary = r.max_sal",100000,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Equivalent query (Alias mismatch),mismatched column aliases
187,184,179,Medium,"select d.name as department, t_cte_9.c_name0 as employee, t_cte_9.c_salary1 as salary from (select max(e1.salary) over ( partition by e1.departmentid ) as c_1, e1.departmentid as c_departmentid1, e1.name as c_name0, e1.salary as c_salary1 from schema_184.employee as e1) as t_cte_9 inner join schema_184.department as d on t_cte_9.c_departmentid1 = d.id where t_cte_9.c_salary1 = t_cte_9.c_1",100000,"select department, employee, salary from (select d.name as department, e1.name as employee, e1.salary as salary, max(salary) over (partition by departmentid) as maxsalary from schema_184.employee as e1 join schema_184.department as d on e1.departmentid = d.id) as a where salary = maxsalary",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
207,184,366,Medium,"select e.name as department, d.name as employee, e.salary as salary from schema_184.employee as e inner join schema_184.department as d on e.departmentid = d.id inner join (select e.departmentid as c_departmentid1, max(e.salary) as c_max1 from schema_184.employee as e group by e.departmentid) as t_cte_6 on e.departmentid = t_cte_6.c_departmentid1 where e.salary = t_cte_6.c_max1",100000,"select d.name as department, e.name as employee, e.salary as salary from schema_184.employee as e join (select e.departmentid as did, max(salary) as maxs from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id group by e.departmentid) as edm on (e.salary = edm.maxs and e.departmentid = edm.did) join schema_184.department as d on e.departmentid = d.id",100000,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Equivalent query (Alias mismatch),mismatched column aliases
222,534,1,Medium,"SELECT T_activity_0.player_id AS player_id, T_activity_0.event_date AS event_date, SUM(T_activity_0.games_played) OVER ( PARTITION BY T_activity_0.player_id ORDER BY T_activity_0.event_date ASC ) AS games_played_so_far from schema_534.activity AS T_activity_0 ORDER BY player_id ASC,event_date ASC",100000,"select distinct player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
224,534,3,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.event_date,b.player_id",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a left outer join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date) group by a.player_id, a.event_date order by a.player_id, a.event_date asc",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
225,534,4,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.player_id,a2.event_date",100000,"select a.player_id, a.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as a2 on (a.event_date >= a2.event_date and a.player_id = a2.player_id) group by 1, 2",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
226,534,10,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.event_date,a2.player_id",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.event_date >= a2.event_date and a1.player_id = a2.player_id) group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
227,534,11,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.player_id,a2.event_date",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 left outer join schema_534.activity as a2 on (a1.player_id = a2.player_id and a2.event_date <= a1.event_date) group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
242,534,65,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.event_date,a2.player_id",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date >= a2.event_date) group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
243,534,66,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.event_date,b.player_id",100000,"select a.player_id as player_id, a.event_date as event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date) group by a.player_id, a.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
244,534,67,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.event_date,a2.player_id",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a2.event_date <= a1.event_date and a1.player_id = a2.player_id) group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
245,534,71,Medium,"SELECT T_activity_0.player_id AS player_id, T_activity_0.event_date AS event_date, SUM(T_activity_0.games_played) OVER ( PARTITION BY T_activity_0.player_id ORDER BY T_activity_0.event_date ASC ) AS games_played_so_far from schema_534.activity AS T_activity_0",100000,"select player_id, event_date, games_played_so_far from (select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity) as t order by games_played_so_far desc",100000,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
248,534,81,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.event_date,b.player_id",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date) group by a.player_id, a.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
249,534,82,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.player_id,b.event_date",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on (a.event_date >= b.event_date and a.player_id = b.player_id) group by a.player_id, a.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
250,534,85,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.player_id,b.event_date",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on a.player_id = b.player_id where a.event_date >= b.event_date group by a.player_id, a.event_date order by a.player_id, a.event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
251,534,90,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.event_date,b.games_played,b.player_id",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on (a.event_date >= b.event_date and a.player_id = b.player_id) group by a.player_id, a.event_date, a.games_played",100000,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
254,534,93,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.player_id,b.event_date",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on a.player_id = b.player_id where a.event_date >= b.event_date group by a.player_id, a.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
255,534,95,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.player_id,a2.event_date",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on a1.player_id = a2.player_id where a1.event_date >= a2.event_date group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
257,534,100,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.player_id,a2.event_date",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date >= a2.event_date) group by 1, 2",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
258,534,105,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.player_id,a2.event_date",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.event_date >= a2.event_date and a1.player_id = a2.player_id) group by 1, 2",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
259,534,112,Medium,"SELECT a1.player_id AS player_id, a1.event_date AS event_date, SUM(a1.games_played) OVER ( PARTITION BY a1.player_id ORDER BY a1.event_date ASC ) AS games_played_so_far from schema_534.activity AS a1 GROUP BY a1.player_id,a1.event_date",100000,"select a1.player_id, a2.event_date, sum(a1.games_played) as games_played_so_far from schema_534.activity as a1 left outer join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date <= a2.event_date) group by a1.player_id, a2.event_date",100000,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
260,534,113,Medium,"SELECT a2.player_id AS player_id, a2.event_date AS event_date, SUM(a2.games_played) OVER ( PARTITION BY a2.player_id ORDER BY a2.event_date ASC ) AS games_played_so_far from schema_534.activity AS a2 GROUP BY a2.event_date,a2.player_id",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 left outer join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date >= a2.event_date) group by a1.player_id, a1.event_date order by a1.player_id, a1.event_date asc",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
261,534,115,Medium,"SELECT a1.player_id AS player_id, a1.event_date AS event_date, SUM(a1.games_played) OVER ( PARTITION BY a1.player_id ORDER BY a1.event_date ASC ) AS games_played_so_far from schema_534.activity AS a1 GROUP BY a1.event_date,a1.player_id",100000,"select a2.player_id, a2.event_date, sum(a1.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date <= a2.event_date) group by 1, 2",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
262,534,116,Medium,"SELECT a.player_id AS player_id, a.event_date AS event_date, SUM(a.games_played) OVER ( PARTITION BY a.player_id ORDER BY a.event_date ASC ) AS games_played_so_far from schema_534.activity AS a GROUP BY a.event_date,a.player_id",100000,"select b.player_id, b.event_date, sum(a.games_played) as games_played_so_far from schema_534.activity as b join schema_534.activity as a on (b.event_date >= a.event_date and b.player_id = a.player_id) group by 1, 2",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
263,534,117,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.event_date,b.player_id",100000,"select c.player_id, c.end_event_date as event_date, sum(c.games_played) as games_played_so_far from (select a.player_id, a.event_date as end_event_date, b.event_date, b.games_played from schema_534.activity as a left outer join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date)) as c group by player_id, end_event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
264,534,123,Medium,"SELECT T_cte_15.c_player_id8 AS player_id, T_cte_15.c_event_date8 AS event_date, SUM(T_cte_15.c_7) AS games_played_so_far FROM (SELECT SUM(T_activity_0.games_played) OVER ( PARTITION BY T_activity_0.player_id ORDER BY T_activity_0.event_date ASC ) AS c_7, T_activity_0.player_id AS c_player_id8, T_activity_0.event_date AS c_event_date8 from schema_534.activity AS T_activity_0 GROUP BY T_activity_0.event_date,T_activity_0.player_id) AS T_cte_15 GROUP BY T_cte_15.c_event_date8,T_cte_15.c_player_id8",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from (select player_id, event_date, sum(games_played) as games_played from schema_534.activity group by player_id, event_date) as x",100000,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
268,534,136,Medium,"SELECT b.player_id AS player_id, b.event_date AS event_date, SUM(b.games_played) OVER ( PARTITION BY b.player_id ORDER BY b.event_date ASC ) AS games_played_so_far from schema_534.activity AS b GROUP BY b.player_id,b.event_date",100000,"select player_id, event_date, sum(games_played) as games_played_so_far from (select a.player_id, a.event_date, b.games_played from schema_534.activity as a left outer join schema_534.activity as b on (a.player_id = b.player_id and b.event_date <= a.event_date)) as a group by player_id, event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
275,534,163,Medium,"SELECT T_activity_0.player_id AS player_id, T_activity_0.event_date AS event_date, SUM(T_activity_0.games_played) OVER ( PARTITION BY T_activity_0.player_id ORDER BY T_activity_0.event_date ASC ) AS games_played_so_far from schema_534.activity AS T_activity_0",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity order by player_id, event_date desc",100000,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
279,534,212,Medium,"SELECT t2.player_id AS player_id, t2.event_date AS event_date, SUM(t2.games_played) OVER ( PARTITION BY t2.player_id ORDER BY t2.event_date ASC ) AS games_played_so_far from schema_534.activity AS t2 GROUP BY t2.event_date,t2.player_id",100000,"select t1.player_id, t1.event_date, sum(t2.games_played) as games_played_so_far from schema_534.activity as t1 join schema_534.activity as t2 on t1.player_id = t2.player_id where t1.event_date >= t2.event_date group by t1.player_id, t1.event_date",100000,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
