Id,TaskNo,ResponseId,Difficulty,Optimized query,avg_rows_optimized,Initial Query,avg_rows_initial,avg_rows_diff_chat_gpt_initial,Queries equal with order on test dataset,Queries equil without order on test dataset,ORDER BY clause in initial query,ORDER BY clause in optimazed query,Leetcode equivalence status,Final equivalence status,Status,Comment
11,175,58,Easy,"SELECT ""person0"".""firstname"" AS ""addressid"", ""person0"".""lastname"" AS ""personid"", ""address"".""city"", ""address"".""state""
FROM schema_175.""address""
    RIGHT JOIN schema_175.""person"" AS ""person0"" (""personid0"", ""firstname"", ""lastname"") ON ""address"".""personid"" = ""person0"".""personid0"";",136887,"select person.firstname, person.lastname, address.city, address.state from schema_175.address right outer join schema_175.person on person.personid = address.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
12,175,69,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select a.firstname, a.lastname, b.city, b.state from schema_175.person as a left outer join schema_175.address as b on a.personid = b.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
13,175,79,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.firstname, p.lastname, address.city, address.state from schema_175.person as p left outer join schema_175.address on p.personid = address.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
14,175,82,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.firstname, p.lastname, a.city, a.state from schema_175.person as p left outer join schema_175.address as a on a.personid = p.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
15,175,91,Easy,"SELECT ""person"".""lastname"" AS ""personid"", ""person"".""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.lastname, p.firstname, a.city, a.state from schema_175.person as p left outer join schema_175.address as a on p.personid = a.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
16,175,96,Easy,"SELECT ""person0"".""firstname"" AS ""addressid"", ""person0"".""lastname"" AS ""personid"", ""address"".""city"", ""address"".""state""
FROM schema_175.""address""
    RIGHT JOIN schema_175.""person"" AS ""person0"" (""personid0"", ""firstname"", ""lastname"") ON ""address"".""personid"" = ""person0"".""personid0"";",136887,"select firstname, lastname, city, state from schema_175.address right outer join schema_175.person on person.personid = address.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
17,175,114,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select firstname, lastname, city, state from schema_175.person as p left outer join schema_175.address as a on (1 = 1 and p.personid = a.personid)",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
18,175,137,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select firstname, lastname, city, state from schema_175.person as p left outer join schema_175.address as a on a.personid = p.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
19,175,141,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select firstname, lastname, city, state from schema_175.person as p left outer join schema_175.address as ad on p.personid = ad.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
20,175,142,Easy,"SELECT ""person0"".""firstname"" AS ""addressid"", ""person0"".""lastname"" AS ""personid"", ""address"".""city"", ""address"".""state""
FROM schema_175.""address""
    RIGHT JOIN schema_175.""person"" AS ""person0"" (""personid0"", ""firstname"", ""lastname"") ON ""address"".""personid"" = ""person0"".""personid0"";",136887,"select firstname, lastname, city, state from schema_175.address as a right outer join schema_175.person as b on a.personid = b.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
21,175,162,Easy,"SELECT ""person0"".""firstname"" AS ""addressid"", ""person0"".""lastname"" AS ""personid"", ""address"".""city"", ""address"".""state""
FROM schema_175.""address""
    RIGHT JOIN schema_175.""person"" AS ""person0"" (""personid0"", ""firstname"", ""lastname"") ON ""address"".""personid"" = ""person0"".""personid0"";",136887,"select person.firstname, person.lastname, address.city, address.state from schema_175.address right outer join schema_175.person on address.personid = person.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
22,175,164,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select person.firstname, person.lastname, address.city, address.state from schema_175.person left outer join schema_175.address on address.personid = person.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
23,175,184,Easy,"SELECT ""address0"".""city"" AS ""personid"", ""person"".""firstname"", ""person"".""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select city, firstname, lastname, state from schema_175.person left outer join schema_175.address on person.personid = address.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
24,175,186,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select firstname, lastname, a.city as city, a.state as state from schema_175.person as p left outer join schema_175.address as a on a.personid = p.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
25,175,195,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.firstname, p.lastname, city, state from schema_175.person as p left outer join schema_175.address as a on p.personid = a.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
26,175,197,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.firstname as firstname, p.lastname as lastname, a.city as city, a.state as state from schema_175.person as p left outer join schema_175.address as a on p.personid = a.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
27,175,219,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select p.firstname, p.lastname, e.city, e.state from schema_175.person as p left outer join schema_175.address as e on p.personid = e.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
28,175,225,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0""
ORDER BY ""person"".""personid"";",136887,"select person.firstname, person.lastname, address.city, address.state from schema_175.person left outer join schema_175.address on person.personid = address.personid order by person.personid",136887,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Equivalent query (Alias mismatch),
29,175,226,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select t1.firstname, t1.lastname, t2.city, t2.state from schema_175.person as t1 left outer join schema_175.address as t2 on t1.personid = t2.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
30,175,228,Easy,"SELECT ""person"".""firstname"" AS ""personid"", ""person"".""lastname"" AS ""firstname"", ""address0"".""city"" AS ""lastname"", ""address0"".""state"" AS ""addressid""
FROM schema_175.""person""
    LEFT JOIN schema_175.""address"" AS ""address0"" (""addressid"", ""personid0"", ""city"", ""state"") ON ""person"".""personid"" = ""address0"".""personid0"";",136887,"select x.firstname, x.lastname, y.city, y.state from schema_175.person as x left outer join schema_175.address as y on x.personid = y.personid",136887,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
46,181,1,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select a.name as employee from schema_181.employee as a join schema_181.employee as b on a.managerid = b.id where a.salary > b.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
47,181,4,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select a.name as employee from schema_181.employee as a join schema_181.employee as b on (a.managerid = b.id and a.salary > b.salary),49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
48,181,11,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e.name as employee from schema_181.employee as e join schema_181.employee as b on e.managerid = b.id where e.salary > b.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
49,181,12,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e.name as employee from schema_181.employee as e join schema_181.employee as m on e.managerid = m.id where e.salary > m.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
50,181,19,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e1.name as employee from schema_181.employee as e1 join schema_181.employee as e2 on (e1.managerid = e2.id and e1.salary > e2.salary),49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
51,181,22,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e1.name as employee from schema_181.employee as e1 join schema_181.employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
52,181,26,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e1.name as employee from schema_181.employee as e1 join schema_181.employee as e2 on (e2.id = e1.managerid and e1.salary > e2.salary),49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
53,181,28,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e1.name as employee from schema_181.employee as e1 left outer join schema_181.employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
54,181,29,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select e1.name as employee from schema_181.employee as e1 right outer join schema_181.employee as e2 on e1.managerid = e2.id where e1.salary > e2.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
55,181,31,Easy,"SELECT ""employee00"".""name0"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""id"" = ""employee00"".""managerid0"" AND ""employee"".""salary"" < ""employee00"".""salary0"";",49842,select e2.name as employee from schema_181.employee as e1 join schema_181.employee as e2 on (e2.managerid = e1.id and e2.salary > e1.salary),49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
56,181,33,Easy,"SELECT ""employee00"".""name0"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""id"" = ""employee00"".""managerid0"" AND ""employee"".""salary"" < ""employee00"".""salary0"";",49842,select e2.name as employee from schema_181.employee as e1 join schema_181.employee as e2 on e2.managerid = e1.id where e1.salary < e2.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
57,181,35,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select emp1.name as employee from schema_181.employee as emp1 join schema_181.employee as emp2 on emp1.managerid = emp2.id where emp1.salary > emp2.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
58,181,37,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,"select employee from (select e1.id, e1.name as employee, e1.salary, e2.name as managername, e2.salary as managersalary from schema_181.employee as e1 left outer join schema_181.employee as e2 on e1.managerid = e2.id) as new_tab where salary > managersalary",49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
59,181,38,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select employee.name as employee from schema_181.employee join schema_181.employee as managers on employee.managerid = managers.id where employee.salary > managers.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
60,181,39,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select employee.name as employee from schema_181.employee join schema_181.employee as manager on employee.managerid = manager.id where employee.salary > manager.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
61,181,40,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select employee.name as employee from schema_181.employee join schema_181.employee as manager on manager.id = employee.managerid where employee.salary > manager.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
62,181,42,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,select employee.name as employee from schema_181.employee join schema_181.employee as e on employee.managerid = e.id where employee.salary > e.salary,49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
63,181,45,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN schema_181.""employee"" AS ""employee00"" (""id0"", ""name0"", ""salary0"", ""managerid0"") ON ""employee"".""managerid"" = ""employee00"".""id0"" AND ""employee"".""salary"" > ""employee00"".""salary0"";",49842,"select employee_name as employee from (select a.name as employee_name, a.salary as employee_salary, b.salary as manager_salary from schema_181.employee as a left outer join schema_181.employee as b on a.managerid = b.id) as sub where employee_salary > manager_salary",49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
64,181,50,Easy,"SELECT ""employee"".""name"" AS ""id""
FROM schema_181.""employee""
    INNER JOIN (SELECT ""id0"", ""salary0"" AS ""name0""
        FROM schema_181.""employee"" AS ""employee0"" (""id0"", ""name0"", ""salary0"", ""managerid0"")) AS ""t"" ON ""employee"".""managerid"" = ""t"".""id0"" AND ""employee"".""salary"" > ""t"".""name0"";",49842,"select name as employee from schema_181.employee join (select id, salary as m_sal from schema_181.employee) as t2 on employee.managerid = t2.id where m_sal < salary",49842,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Equivalent query (Alias mismatch),
